employee_name,user_id,email,role,1,functional_unit,department,team,supervisor,date,pc,activity
Cyrus Connor Atkinson,CCA0046,Cyrus.Connor.Atkinson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:48,PC-7416,Logon
Priscilla Martha Vinson,PMV0850,Priscilla.Martha.Vinson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:48,PC-1949,Logon
Preston Kennan Burns,PKB0281,Preston.Kennan.Burns@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 07:48,PC-2077,Logon
Martin Ivan Cooper,MIC0726,Martin.Ivan.Cooper@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 07:48,PC-4534,Logon
Samson Denton Oconnor,SDO0170,Samson.Denton.Oconnor@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 07:48,PC-6621,Logon
Vincent Avram Aguirre,VAA0087,Vincent.Avram.Aguirre@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 07:48,PC-5927,Logon
Emmanuel Lawrence Briggs,ELB0847,Emmanuel.Lawrence.Briggs@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:48,PC-8610,Logon
Sharon Britanni Kerr,SBK0161,Sharon.Britanni.Kerr@dtaa.com,Director,1,5 - SalesAndMarketing,3 - FieldService,,Hyatt Trevor Hayes,01-04-2010 07:48,PC-0441,Logon
Axel Seth Lewis,ASL0378,Axel.Seth.Lewis@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-04-2010 07:48,PC-8830,Logon
Tobias Lucas Morin,TLM0797,Tobias.Lucas.Morin@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-04-2010 07:48,PC-8354,Logon
Steel Orson Fields,SOF0808,Steel.Orson.Fields@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-04-2010 07:48,PC-0843,Logon
Sybill Grace Mckay,SGM0021,Sybill.Grace.Mckay@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone,01-04-2010 07:48,PC-8734,Logon
Mark Yardley Dunlap,MYD0978,Mark.Yardley.Dunlap@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-04-2010 07:48,PC-6713,Logon
Francis Brian Armstrong,FBA0348,Francis.Brian.Armstrong@dtaa.com,Manager,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Fatima Ulla Mcclure,01-04-2010 07:48,PC-6034,Logon
August Ronan Lucas,ARL0034,August.Ronan.Lucas@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:48,PC-9582,Logon
Yoshio Joseph Farmer,YJF0532,Yoshio.Joseph.Farmer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:48,PC-1795,Logon
Rogan Judah Mcintyre,RJM0381,Rogan.Judah.Mcintyre@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-04-2010 07:48,PC-2085,Logon
Vernon Samuel Sawyer,VSS0154,Vernon.Samuel.Sawyer@dtaa.com,AdministrativeStaff,1,4 - Finance,2 - Payroll,,Vera Mollie Jenkins,01-04-2010 07:48,PC-7343,Logon
Jonah Merritt Wilder,JMW0638,Jonah.Merritt.Wilder@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 07:48,PC-0507,Logon
Ivor Kenneth Rollins,IKR0401,Ivor.Kenneth.Rollins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,01-04-2010 07:48,PC-9612,Logon
Eden Merrill Stokes,EMS0317,Eden.Merrill.Stokes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 07:49,PC-6419,Logon
Finn Tucker Medina,FTM0406,Finn.Tucker.Medina@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-04-2010 07:49,PC-9523,Logon
Raphael Aristotle Ray,RAR0725,Raphael.Aristotle.Ray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 07:49,PC-2119,Logon
Medge Nichole Sims,MNS0224,Medge.Nichole.Sims@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:49,PC-2266,Logon
Winter Veda Burks,WVB0539,Winter.Veda.Burks@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Donovan Carlos Chapman,01-04-2010 07:49,PC-9653,Logon
Steel Solomon Garrison,SSG0250,Steel.Solomon.Garrison@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-04-2010 07:49,PC-5660,Logon
Madison Lydia Morrison,MLM0950,Madison.Lydia.Morrison@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:49,PC-3118,Logon
Harper Price Harris,HPH0075,Harper.Price.Harris@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Declan Lester Moss,01-04-2010 07:49,PC-7478,Logon
Veda Martina Jacobson,VMJ0546,Veda.Martina.Jacobson@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-04-2010 07:49,PC-7145,Logon
Nevada Leilani Ortega,NLO0131,Nevada.Leilani.Ortega@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-04-2010 07:49,PC-4204,Logon
Patricia Emily Salazar,PES0085,Patricia.Emily.Salazar@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 07:49,PC-8989,Logon
Otto Hedley Chase,OHC0973,Otto.Hedley.Chase@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:49,PC-0146,Logon
Noble Merrill Fuller,NMF0780,Noble.Merrill.Fuller@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:49,PC-9348,Logon
Leo Elmo Monroe,LEM0605,Leo.Elmo.Monroe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 07:49,PC-3465,Logon
Bruce Eden Clemons,BEC0505,Bruce.Eden.Clemons@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 07:49,PC-4860,Logon
Oliver Logan Fowler,OLF0504,Oliver.Logan.Fowler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 07:49,PC-1521,Logon
Kirestin Vanna Sykes,KVS0425,Kirestin.Vanna.Sykes@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-04-2010 07:49,PC-0800,Logon
Arthur Jacob Raymond,AJR0319,Arthur.Jacob.Raymond@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 07:49,PC-9379,Logon
Diana Lillian Solis,DLS0383,Diana.Lillian.Solis@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-04-2010 07:49,PC-1476,Logon
Bruno Carter Robles,BCR0581,Bruno.Carter.Robles@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:49,PC-7902,Logon
Lani Dai Beard,LDB0090,Lani.Dai.Beard@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-04-2010 07:50,PC-4729,Logon
Gwendolyn Amaya Ferrell,GAF0570,Gwendolyn.Amaya.Ferrell@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,01-04-2010 07:50,PC-6173,Logon
Noah Nathan Shaffer,NNS0059,Noah.Nathan.Shaffer@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,01-04-2010 07:50,PC-0427,Logon
Joy Rosalyn Leblanc,JRL0574,Joy.Rosalyn.Leblanc@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:50,PC-0290,Logon
Natalie Sheila Santiago,NSS0876,Natalie.Sheila.Santiago@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:50,PC-7699,Logon
Slade Orson Burch,SOB0586,Slade.Orson.Burch@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:50,PC-9850,Logon
Dane Davis Atkins,DDA0476,Dane.Davis.Atkins@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 07:50,PC-1590,Logon
Dakota Edward Brady,DEB0782,Dakota.Edward.Brady@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:50,PC-6027,Logon
Owen Len Wheeler,OLW0689,Owen.Len.Wheeler@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,01-04-2010 07:50,PC-0836,Logon
MacKensie Mara Grant,MMG0943,MacKensie.Mara.Grant@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-04-2010 07:50,PC-7345,Logon
Reece Nicolas Lopez,RNL0695,Reece.Nicolas.Lopez@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,01-04-2010 07:50,PC-9931,Logon
Lacey Nomlanga Rasmussen,LNR0656,Lacey.Nomlanga.Rasmussen@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 07:50,PC-5562,Logon
Albert Mohammad Joseph,AMJ0297,Albert.Mohammad.Joseph@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-04-2010 07:50,PC-3401,Logon
Hedwig Regina Livingston,HRL0540,Hedwig.Regina.Livingston@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Sharon Britanni Kerr,01-04-2010 07:50,PC-8864,Logon
Dean Lester Figueroa,DLF0377,Dean.Lester.Figueroa@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-04-2010 07:50,PC-8396,Logon
Madonna Veronica Hardy,MVH0373,Madonna.Veronica.Hardy@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 07:50,PC-9390,Logon
Tad Patrick Hardin,TPH0474,Tad.Patrick.Hardin@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 07:50,PC-4679,Logon
Kendall Ciaran Frank,KCF0045,Kendall.Ciaran.Frank@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:50,PC-6807,Logon
Bryar Ivana Sweet,BIS0247,Bryar.Ivana.Sweet@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-04-2010 07:50,PC-7243,Logon
Mona Susan Shannon,MSS0001,Mona.Susan.Shannon@dtaa.com,President,1,,,,,01-04-2010 07:51,PC-8303,Logon
Edward Finn Stokes,EFS0882,Edward.Finn.Stokes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-04-2010 07:51,PC-4479,Logon
Noelani Wynter Kennedy,NWK0215,Noelani.Wynter.Kennedy@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:51,PC-4209,Logon
Philip Nathan Logan,PNL0301,Philip.Nathan.Logan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-04-2010 07:51,PC-4911,Logon
Colin Stuart Holloway,CSH0626,Colin.Stuart.Holloway@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 07:51,PC-8219,Logon
Beau Hall Watts,BHW0458,Beau.Hall.Watts@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 07:51,PC-7384,Logon
Sonya Samantha Hahn,SSH0799,Sonya.Samantha.Hahn@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-04-2010 07:51,PC-9939,Logon
Astra Nicole Maldonado,ANM0123,Astra.Nicole.Maldonado@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,01-04-2010 07:51,PC-4722,Logon
Carla Amelia Shannon,CAS0507,Carla.Amelia.Shannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:51,PC-0235,Logon
Denise Ifeoma Doyle,DID0650,Denise.Ifeoma.Doyle@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 07:51,PC-6233,Logon
Kirby Amity Tyson,KAT0270,Kirby.Amity.Tyson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-04-2010 07:51,PC-1500,Logon
Tara Echo Myers,TEM0977,Tara.Echo.Myers@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-04-2010 07:51,PC-1017,Logon
Salvador Herman Raymond,SHR0334,Salvador.Herman.Raymond@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 07:51,PC-6809,Logon
Jenna Darrel Charles,JDC0030,Jenna.Darrel.Charles@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,6 - Security,,Fatima Ulla Mcclure,01-04-2010 07:51,PC-9979,Logon
Colt Kendall Perez,CKP0721,Colt.Kendall.Perez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 07:51,PC-4582,Logon
Herman Ian Abbott,HIA0414,Herman.Ian.Abbott@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-04-2010 07:52,PC-7527,Logon
Hakeem Stephen Peck,HSP0290,Hakeem.Stephen.Peck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-04-2010 07:52,PC-3686,Logon
Howard Raphael Weiss,HRW0550,Howard.Raphael.Weiss@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-04-2010 07:52,PC-4736,Logon
Kaye Brianna Blair,KBB0189,Kaye.Brianna.Blair@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,,,Kirby Bo Pollard,01-04-2010 07:52,PC-0532,Logon
Cain Byron Baldwin,CBB0365,Cain.Byron.Baldwin@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 07:52,PC-9156,Logon
Diana Leigh Hays,DLH0029,Diana.Leigh.Hays@dtaa.com,NursePractitioner,1,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil,01-04-2010 07:52,PC-4861,Logon
Nora Regina Oconnor,NRO0768,Nora.Regina.Oconnor@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:52,PC-0508,Logon
Nehru Wyatt Tate,NWT0098,Nehru.Wyatt.Tate@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-04-2010 07:52,PC-1275,Logon
Quincy Preston Moses,QPM0727,Quincy.Preston.Moses@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 07:52,PC-3738,Logon
Kessie Vielka Trevino,KVT0028,Kessie.Vielka.Trevino@dtaa.com,Nurse,1,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil,01-04-2010 07:52,PC-0928,Logon
Lamar Francis Scott,LFS0071,Lamar.Francis.Scott@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,01-04-2010 07:52,PC-5762,Logon
Wing Noah Bonner,WNB0908,Wing.Noah.Bonner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-04-2010 07:52,PC-4984,Logon
Patience Audrey Douglas,PAD0773,Patience.Audrey.Douglas@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:52,PC-5010,Logon
Bert Jason Henderson,BJH0354,Bert.Jason.Henderson@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Donovan Carlos Chapman,01-04-2010 07:52,PC-0603,Logon
Oscar Nolan Wooten,ONW0083,Oscar.Nolan.Wooten@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-04-2010 07:52,PC-1980,Logon
Sarah Susan Jarvis,SSJ0784,Sarah.Susan.Jarvis@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:52,PC-7623,Logon
Kyla Jocelyn Porter,KJP0371,Kyla.Jocelyn.Porter@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 07:53,PC-6009,Logon
Isabelle Maggie Benjamin,IMB0481,Isabelle.Maggie.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 07:53,PC-6638,Logon
Britanney Quail Snyder,BQS0525,Britanney.Quail.Snyder@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:53,PC-4155,Logon
Beck Troy Richards,BTR0403,Beck.Troy.Richards@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,01-04-2010 07:53,PC-2766,Logon
Declan Lester Moss,DLM0051,Declan.Lester.Moss@dtaa.com,Director,1,2 - ResearchAndEngineering,3 - Engineering,,Kai Wynne Craft,01-04-2010 07:53,PC-2321,Logon
Addison Hiram Morrow,AHM0410,Addison.Hiram.Morrow@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-04-2010 07:53,PC-3378,Logon
Carter Harrison Maldonado,CHM0821,Carter.Harrison.Maldonado@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:53,PC-1108,Logon
Jocelyn Bree Mccray,JBM0350,Jocelyn.Bree.Mccray@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Todd Vance Spears,01-04-2010 07:53,PC-3651,Logon
Joseph Raja Gaines,JRG0207,Joseph.Raja.Gaines@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:53,PC-0004,Logon
Prescott Laith Harding,PLH0862,Prescott.Laith.Harding@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:53,PC-3989,Logon
Reed Chaim Perkins,RCP0785,Reed.Chaim.Perkins@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:53,PC-0351,Logon
Neve Sarah Crane,NSC0597,Neve.Sarah.Crane@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:53,PC-9134,Logon
Ayanna Vivian Murray,AVM0947,Ayanna.Vivian.Murray@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:53,PC-7558,Logon
Molly Sacha Zimmerman,MSZ0310,Molly.Sacha.Zimmerman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 07:53,PC-5388,Logon
Stewart Dale Berger,SDB0106,Stewart.Dale.Berger@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 07:53,PC-7770,Logon
Hakeem Arden Curry,HAC0282,Hakeem.Arden.Curry@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 07:53,PC-2211,Logon
Hadley Sonya Bowen,HSB0196,Hadley.Sonya.Bowen@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,01-04-2010 07:53,PC-7264,Logon
Ayanna Sylvia Blankenship,ASB0796,Ayanna.Sylvia.Blankenship@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-04-2010 07:54,PC-2177,Logon
Wynter Rose Mercer,WRM0963,Wynter.Rose.Mercer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:54,PC-2187,Logon
Brianna Rebecca Mcintyre,BRM0995,Brianna.Rebecca.Mcintyre@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,01-04-2010 07:54,PC-2765,Logon
Sebastian Elliott Sexton,SES0477,Sebastian.Elliott.Sexton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 07:54,PC-0731,Logon
Jerry Tad Mccall,JTM0223,Jerry.Tad.Mccall@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:54,PC-5383,Logon
Ria Neve Flores,RNF0765,Ria.Neve.Flores@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:54,PC-2349,Logon
Graiden Nehru Zimmerman,GNZ0953,Graiden.Nehru.Zimmerman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:54,PC-0191,Logon
Hadassah Riley Baker,HRB0351,Hadassah.Riley.Baker@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Declan Lester Moss,01-04-2010 07:54,PC-4633,Logon
Zia Shelley Blankenship,ZSB0649,Zia.Shelley.Blankenship@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 07:54,PC-9219,Logon
Axel Donovan Compton,ADC0391,Axel.Donovan.Compton@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,01-04-2010 07:54,PC-5252,Logon
Penelope Montana Colon,PMC0328,Penelope.Montana.Colon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 07:55,PC-3942,Logon
Idola Lana Jarvis,ILJ0526,Idola.Lana.Jarvis@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:55,PC-7552,Logon
Amaya Noelle Terrell,ANT0430,Amaya.Noelle.Terrell@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-04-2010 07:55,PC-2059,Logon
Dean Flynn Hines,DFH0188,Dean.Flynn.Hines@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 07:55,PC-6031,Logon
Lee Lacey Velez,LLV0602,Lee.Lacey.Velez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 07:55,PC-3629,Logon
Grace Charde Roth,GCR0554,Grace.Charde.Roth@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-04-2010 07:55,PC-1289,Logon
Samson Jeremy Ortega,SJO0209,Samson.Jeremy.Ortega@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:55,PC-4368,Logon
Nadine Gay Cross,NGC0058,Nadine.Gay.Cross@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,01-04-2010 07:55,PC-3785,Logon
